id,lat,lon
2961214762,37.1768283,-3.5969894
3002591347,37.1744512,-3.6028051
3007674905,37.1732998,-3.5925475
3008797487,37.1822149,-3.6085485
3008797488,37.1820051,-3.6086145
3008797489,37.1816535,-3.6069547
3008797490,37.1818250,-3.6069631
3014122423,37.1648465,-3.6015615
3017332261,37.1582611,-3.5975008
3017336615,37.1829695,-3.6018296
3029450497,37.1524666,-3.6010676
3029450498,37.1534988,-3.5983284
3029450499,37.1544543,-3.6053810
3070292475,37.1876935,-3.6153792
3081556134,37.1769797,-3.5904397
3081565933,37.1757102,-3.5898525
3081603335,37.1772640,-3.5908220
3081637833,37.1771089,-3.5886430
3084650009,37.1879644,-3.6189460
3084700670,37.1876612,-3.6187837
3085735038,37.1554576,-3.5998798
3087359933,37.1707693,-3.6011840
3087359935,37.1730499,-3.5997656
3087359938,37.1775246,-3.6117473
3087360034,37.1725955,-3.5994339
3087360133,37.1738899,-3.5994233
3087360135,37.1760455,-3.5969849
3087360233,37.1762383,-3.5966083
3096942212,37.1878252,-3.6128539
3098345083,37.1876312,-3.6133363
3098368504,37.1882517,-3.6142639
3098368505,37.1884211,-3.6158879
3098368506,37.1871895,-3.6165743
3098368507,37.1870234,-3.6162343
3098368508,37.1882869,-3.6161903
3099612033,37.1740533,-3.6033839
3106520672,37.1814642,-3.6125216
3128318607,37.1714829,-3.6053997
3141330329,37.1805726,-3.6003920
3146991958,37.1885460,-3.6123842
3147043971,37.1881160,-3.6158342
3151473113,37.1840213,-3.6075044
3167202161,37.1860893,-3.6150843
3230170526,37.1701131,-3.5982248
3234279673,37.1999652,-3.6135935
3245714482,37.1702672,-3.5970809
3276618266,37.1879946,-3.6182128
3340411811,37.1597978,-3.5949764
3364853748,37.1791079,-3.5949658
3451872662,37.1782407,-3.5996584
3473060404,37.1849747,-3.6090698
3474649518,37.1618167,-3.5920451
3475002572,37.1756401,-3.5999634
3475002573,37.1773099,-3.5975753
3475002574,37.1755791,-3.6001001
3475002575,37.1772162,-3.5978563
3475002577,37.1773137,-3.5973118
3475002578,37.1772683,-3.5974406
3475002579,37.1773801,-3.5973711
3475002581,37.1755401,-3.6001959
3481285297,37.1670386,-3.6041365
3492897132,37.1614905,-3.5940732
3496653371,37.1679584,-3.6059283
3500778374,37.1935491,-3.6106567
3500778377,37.1945816,-3.6113979
3500778378,37.1948886,-3.6125400
3500778379,37.1954534,-3.6112854
3505635789,37.1791159,-3.6079422
3512442567,37.1739691,-3.5998555
3514686378,37.1606984,-3.5974261
3514699107,37.1623051,-3.6012233
3516822653,37.1776524,-3.6122674
3523813703,37.1690459,-3.6080677
3523825776,37.1703171,-3.6068761
3523825777,37.1707219,-3.6076191
3523825778,37.1698641,-3.6075597
3523923620,37.1688588,-3.6082708
3523923621,37.1675860,-3.6056929
3527765308,37.1714952,-3.6064115
3541189532,37.2035385,-3.6267934
3541189533,37.2026611,-3.6276461
3541189554,37.2015012,-3.6332839
3564243364,37.1756573,-3.6003892
3564243365,37.1777133,-3.5946040
3564243366,37.1759394,-3.6005171
3564243368,37.1782948,-3.5955361
3564243369,37.1778334,-3.5972763
3579594926,37.1779085,-3.6017060
3579594927,37.1815677,-3.5926357
3579594928,37.1763345,-3.6020859
3579594929,37.1829122,-3.5911524
3579594930,37.1814950,-3.5926561
3579594931,37.1763795,-3.6018980
3579594932,37.1709451,-3.6002099
3579594934,37.1829606,-3.5912089
3579594936,37.1715960,-3.5940534
3579594971,37.1810661,-3.5953807
3579608269,37.1756484,-3.5964644
3579608270,37.1745809,-3.5955478
3579608271,37.1746175,-3.5958122
3579685196,37.1744827,-3.5845748
3579685205,37.1751447,-3.5885908
3579685208,37.1753268,-3.5846727
3579685211,37.1758928,-3.5840964
3579685216,37.1763004,-3.5851340
3579685217,37.1765481,-3.5847808
3579685218,37.1766650,-3.5889216
3579685220,37.1768582,-3.5913744
3579685221,37.1777158,-3.5851997
3579685223,37.1778983,-3.5851754
3579685226,37.1781525,-3.5849756
3622855374,37.1789637,-3.6069865
3656354134,37.1740089,-3.6000052
3660365394,37.1815584,-3.6128731
3670347511,37.1719857,-3.6035747
3693117267,37.1822604,-3.6134522
3693117268,37.1824841,-3.6145382
3693117272,37.1835322,-3.6019361
3693117281,37.1838086,-3.6018746
3693151098,37.1941918,-3.6249909
3693151426,37.1948271,-3.6257272
3693151427,37.1948307,-3.6253854
3693151438,37.1954112,-3.6253443
3693443635,37.2019139,-3.6203478
3725190731,37.1727459,-3.5962939
3725191236,37.1774041,-3.6090245
3734151525,37.1826560,-3.5992290
3738000970,37.1771211,-3.5949145
3741085688,37.1816578,-3.6023941
3754789226,37.1855677,-3.6104961
3764147477,37.1857033,-3.6119177
3764147479,37.1841057,-3.6091999
3764147489,37.1855550,-3.6111887
3764147490,37.1859652,-3.6129447
3764147497,37.1865394,-3.6123243
3765264775,37.1749787,-3.6075141
3765339085,37.1764175,-3.6094009
3765641769,37.1858382,-3.6088319
3765641770,37.1851418,-3.6091030
3765641782,37.1854204,-3.6089436
3770575341,37.1625963,-3.6068384
3770727959,37.1622066,-3.6047953
3771831621,37.1733180,-3.5938742
3780638088,37.1755138,-3.6021055
3783639178,37.1735870,-3.5937319
3783647757,37.1740751,-3.5962074
3790107984,37.1780290,-3.6082491
3797492077,37.1781595,-3.6148655
3811371116,37.1764379,-3.6016627
3811371193,37.1768978,-3.5966525
3811371659,37.1820376,-3.6023557
3811372169,37.1742383,-3.5870347
3811372170,37.1747920,-3.5887527
3811372171,37.1747740,-3.5999033
3811372364,37.1718770,-3.5982637
3814376872,37.1768592,-3.6005123
3822143759,37.1695970,-3.6010505
3854167540,37.1994390,-3.6182237
3854169181,37.1988817,-3.6173417
3854169182,37.1989079,-3.6179323
3854169183,37.1976696,-3.6160552
3882612357,37.1679198,-3.5957596
3883012149,37.1849422,-3.5875486
3887661607,37.1737296,-3.5983333
3915170618,37.1746410,-3.5982232
3919416357,37.1765964,-3.5959530
3919416660,37.1765186,-3.5965239
3934850436,37.1791077,-3.5893973
3946090066,37.1606397,-3.6083223
3946090067,37.1579312,-3.6091326
3946090068,37.1582587,-3.6080571
3948827558,37.1779077,-3.6009520
3948827983,37.1786653,-3.6003360
3951811389,37.1827926,-3.6056190
3978389134,37.1549504,-3.5930917
4023787788,37.1831007,-3.5926996
4023810406,37.1835079,-3.5924039
4024643348,37.1801799,-3.5838461
4051784690,37.1897949,-3.6084402
4051787929,37.1891291,-3.6096144
4051787930,37.1892838,-3.6096178
4051793791,37.1894817,-3.6105428
4051793792,37.1893171,-3.6101173
4051793793,37.1893583,-3.6102381
4051802094,37.1907653,-3.6088972
4051802095,37.1905172,-3.6090559
4051802096,37.1905376,-3.6094694
4051813400,37.1904180,-3.6087771
4051819356,37.1896176,-3.6096238
4051819357,37.1895480,-3.6096701
4051820320,37.1903112,-3.6085207
4051820321,37.1899864,-3.6080663
4051820323,37.1899066,-3.6089004
4051820324,37.1900048,-3.6099035
4051820325,37.1902661,-3.6084064
4051820326,37.1899610,-3.6090459
4051829712,37.1898124,-3.6097943
4051829713,37.1902474,-3.6104984
4051829714,37.1899388,-3.6106892
4051829715,37.1899006,-3.6095822
4051829716,37.1897773,-3.6085796
4051829717,37.1899956,-3.6102665
4051830428,37.1901355,-3.6081165
4051830661,37.1901669,-3.6082056
4051830662,37.1900758,-3.6079683
4051830663,37.1896773,-3.6096700
4051830664,37.1898050,-3.6092301
4051830686,37.1901517,-3.6080672
4051832323,37.1898868,-3.6082366
4051832324,37.1892352,-3.6085944
4059959110,37.1895950,-3.6093676
4059959114,37.1895838,-3.6093904
4059960631,37.1896858,-3.6095963
4059960632,37.1897002,-3.6096720
4059976241,37.1898840,-3.6095339
4059976252,37.1898997,-3.6094732
4059976256,37.1898324,-3.6092502
4060017919,37.1894401,-3.6104337
4060075949,37.1898523,-3.6104577
4060085116,37.1904282,-3.6104728
4060085155,37.1891419,-3.6099982
4060086217,37.1893894,-3.6097001
4060086794,37.1901075,-3.6095131
4060092446,37.1899318,-3.6100942
4060093177,37.1899341,-3.6097261
4060096175,37.1905652,-3.6102834
4061867695,37.1889620,-3.6086599
4068068489,37.1761877,-3.5975992
4068076531,37.1799881,-3.5929056
4068081062,37.1727477,-3.5960907
4068082768,37.1743831,-3.6034446
4102842089,37.1764723,-3.6086946
4103191801,37.1798109,-3.6112506
4103265591,37.1783513,-3.6076086
4103585713,37.1704184,-3.6046708
4103626700,37.1703060,-3.6045589
4173241928,37.1743672,-3.6052910
4173693162,37.1473728,-3.6060246
4174187726,37.1609542,-3.6054422
4174194824,37.1784243,-3.5997369
4184441089,37.1741663,-3.6073488
4195329016,37.1749125,-3.5994993
4201888757,37.1763713,-3.6073288
4204837619,37.1695470,-3.6090722
4213669788,37.1819364,-3.5753224
4214738373,37.1686729,-3.5879368
4214738403,37.1648560,-3.5858069
4214738432,37.1619003,-3.5947699
4215901095,37.1553962,-3.6089898
4218658789,37.1900675,-3.6306578
4223287778,37.1767758,-3.5965473
4225107389,37.1671708,-3.5995216
4236860889,37.1751411,-3.6078873
4241266998,37.1664248,-3.5948827
4241267012,37.1649589,-3.5964433
4251471093,37.1806844,-3.5971355
4253995889,37.1763936,-3.5967522
4269790496,37.1736890,-3.5984117
4289988471,37.1815538,-3.5913254
4289989004,37.1816442,-3.5890022
4305462889,37.1765611,-3.5954104
4324773148,37.2083994,-3.6190279
4336346272,37.1759850,-3.5974905
4340469499,37.1683655,-3.5948541
4340469500,37.1692773,-3.5939359
4340469501,37.1692107,-3.5921899
4340469502,37.1663259,-3.5885636
4340469503,37.1645085,-3.5822602
4340509980,37.1532801,-3.6083540
4343672062,37.1799478,-3.6027660
4343672063,37.1789997,-3.6016958
4343692825,37.1725747,-3.6107421
4343692826,37.1723719,-3.6105501
4343692827,37.1719893,-3.6105261
4343692828,37.1717024,-3.6098251
4343692829,37.1709908,-3.6099739
4343692830,37.1709219,-3.6085383
4343692831,37.1705661,-3.6097098
4343692832,37.1699157,-3.6092681
4343692833,37.1705240,-3.6081302
4343692840,37.1625099,-3.6019261
4346062320,37.1668322,-3.5993894
4346062322,37.1671126,-3.5974835
4346062323,37.1673238,-3.5969042
4348178890,37.1737106,-3.5984501
4348710029,37.1866748,-3.6036044
4353292875,37.1694870,-3.5956813
4359163868,37.1615817,-3.6099383
4359163869,37.1623078,-3.6101038
4361182189,37.1737977,-3.5933418
4361733314,37.1648717,-3.5889967
4362287291,37.1734603,-3.5960181
4365380591,37.1751526,-3.5993942
4371726158,37.1868548,-3.6061556
4377642695,37.1762068,-3.6001378
4382070194,37.1769062,-3.5970875
4382074690,37.1769027,-3.5974512
4382160689,37.1786633,-3.5983625
4382160789,37.1785578,-3.5968356
4382160889,37.1762445,-3.6004912
4382826492,37.1809186,-3.5928884
4382849989,37.1824269,-3.5917304
4384814898,37.1724302,-3.6030351
4384814899,37.1730062,-3.5962494
4384815094,37.1780199,-3.6042614
4384815095,37.1700208,-3.5990908
4384817890,37.1758693,-3.5965646
4403532788,37.1603205,-3.6087070
4414906319,37.1766336,-3.5976478
4416069390,37.1804306,-3.5969930
4428321906,37.1539821,-3.5890247
4432548656,37.1809192,-3.5927559
4434517397,37.1775354,-3.5966978
4446619189,37.1844522,-3.6042877
4446619190,37.1774209,-3.6086561
4458105590,37.1802076,-3.5902950
4464067190,37.1829907,-3.6036095
4464594990,37.1750310,-3.6048708
4466245290,37.2000240,-3.6161059
4467887191,37.1822417,-3.6025440
4467915989,37.1891499,-3.6219757
4467940310,37.1758899,-3.6036101
4467990290,37.1764596,-3.6023144
4470287098,37.1723236,-3.6143912
4471490146,37.1825023,-3.5924163
4471612762,37.1767451,-3.5982163
4474595489,37.1726248,-3.6063363
4478201992,37.1757342,-3.6008349
4482432595,37.1877490,-3.6073320
4482456197,37.1860458,-3.6058740
4499968989,37.1728882,-3.5963634
4504548790,37.1662769,-3.6020876
4505152364,37.1767597,-3.6081496
4536396001,37.1760334,-3.6005709
4536401892,37.1758241,-3.6007365
4542211812,37.1440241,-3.6066812
4542211934,37.1481624,-3.5994412
4542363833,37.1480065,-3.6034151
4543610351,37.1704342,-3.6058085
4561916640,37.1593110,-3.6081600
4591202987,37.1633336,-3.5782570
4619375890,37.1783477,-3.6007535
4623888215,37.1902193,-3.6112379
4632081534,37.1825142,-3.5918837
4636004390,37.1611715,-3.5924980
4636004391,37.1606149,-3.5925352
4639674842,37.1573582,-3.5851377
4657105206,37.1787224,-3.6001915
4679497691,37.1752020,-3.6094423
4690326351,37.1738166,-3.5944107
4690975390,37.1726272,-3.5961280
4706322630,37.1768587,-3.5979968
4706323037,37.1744101,-3.5992065
4726300585,37.1574756,-3.5833167
4726721303,37.1729770,-3.5965817
4726721304,37.1718341,-3.6044100
4726721796,37.1726528,-3.5918235
4726722093,37.1789400,-3.6072329
4726761589,37.1681844,-3.6022858
4726761591,37.1812430,-3.5935948
4770113237,37.1825253,-3.5920059
4786054923,37.1853349,-3.6021200
4787718382,37.1807800,-3.5915781
4789533123,37.1782115,-3.5932264
4795096793,37.1809993,-3.5928460
4797098022,37.1764722,-3.5961803
4813571819,37.1726725,-3.5920896
4813571820,37.1731549,-3.5931776
4813801370,37.1737205,-3.6002759
4816209921,37.1771967,-3.5971060
4856014051,37.1545042,-3.6081554
4856014053,37.1719815,-3.6032901
4923951028,37.1733098,-3.5933473
4928465045,37.1745066,-3.5945788
4928900121,37.1716314,-3.5914400
4931998724,37.1770551,-3.5963816
4938859853,37.1727687,-3.5982920
4938902742,37.1728390,-3.5964614
4939149499,37.1726733,-3.5961932
4947459338,37.1763378,-3.5959405
4947459339,37.2008366,-3.6112959
4952362622,37.1765621,-3.5965586
4960690421,37.1793370,-3.5891536
4962823321,37.1887778,-3.6073577
4963571438,37.2049260,-3.5970063
4963571439,37.2049664,-3.5968460
4963571440,37.2049349,-3.5970553
4963571443,37.2050828,-3.5961749
4963571451,37.2049611,-3.5961885
4963571478,37.2045260,-3.5950109
4974006319,37.1719121,-3.5956238
4984511724,37.1801163,-3.5990769
4986373821,37.1754626,-3.6013355
4991078820,37.1810468,-3.5865347
4996654530,37.1734508,-3.5977745
4996654926,37.1734751,-3.5982703
5030597074,37.1723811,-3.5958742
5030597075,37.1724158,-3.5958341
5030597076,37.1724450,-3.5957980
5039778106,37.1573232,-3.5954769
5039778766,37.1546544,-3.5943026
5039778767,37.1573506,-3.5830402
5039778769,37.1674881,-3.5914587
5039778804,37.1678106,-3.5910778
5039861321,37.1779297,-3.5962783
5040252999,37.1579904,-3.6109408
5040253000,37.1580571,-3.6109583
5040253001,37.1581115,-3.6110533
5040253002,37.1581613,-3.6111469
5040253003,37.1582121,-3.6112387
5040253004,37.1581960,-3.6113088
5060097731,37.1547235,-3.5826436
5076560522,37.1778183,-3.5969780
5079513504,37.1606975,-3.6084268
5079589696,37.1781729,-3.6014901
5082413372,37.1720420,-3.6037386
5100014423,37.1756937,-3.6002749
5102264434,37.1573692,-3.5842317
5102264435,37.1563897,-3.5850163
5102264436,37.1697053,-3.5971070
5114990142,37.1771648,-3.5962852
5115033122,37.1809471,-3.6147491
5117050433,37.1455965,-3.6024681
5117050565,37.1470966,-3.5991560
5117050566,37.1481382,-3.5974420
5117050567,37.1445050,-3.6043050
5121439045,37.1854165,-3.6188671
5121439046,37.1855533,-3.6185251
5123351340,37.1871323,-3.6100728
5129769382,37.1569751,-3.5929343
5136054925,37.1751633,-3.5987706
5151461490,37.1719178,-3.6044301
5154770521,37.1713464,-3.5971713
5156565021,37.1772878,-3.5985235
5156565022,37.1728790,-3.5982188
5156565121,37.1729203,-3.5983268
5156567121,37.1780712,-3.6009426
5156585721,37.1722982,-3.6000867
5171068800,37.1677142,-3.5885580
5171068801,37.1676078,-3.5883253
5173146334,37.1786966,-3.6069505
5173149422,37.1723234,-3.6046073
5173150521,37.1714308,-3.6069059
5194349622,37.1798049,-3.5933824
5201663428,37.1804023,-3.6080848
5201663430,37.2011493,-3.6245331
5202598966,37.1647449,-3.6006380
5202598982,37.1649388,-3.6005310
5249673630,37.1724260,-3.5995723
5282920421,37.1778559,-3.5976672
5305230125,37.1770210,-3.6039288
5305259129,37.1778419,-3.6046400
5305259131,37.1782942,-3.6042929
5305405326,37.1781421,-3.6040011
5305407821,37.1785119,-3.6037577
5306242528,37.1769465,-3.6058066
5306932921,37.1753993,-3.6003728
5307034324,37.1756167,-3.6008316
5307043922,37.1757356,-3.6009882
5307043924,37.1757826,-3.6004476
5307043925,37.1763672,-3.6013096
5307043928,37.1762028,-3.6006308
5307044025,37.1764130,-3.6017599
5307048321,37.1758311,-3.6010347
5307048421,37.1763017,-3.6017691
5308210625,37.1765943,-3.6049455
5308241129,37.1771750,-3.6035584
5308254423,37.1756944,-3.6072430
5308254429,37.1770051,-3.6035846
5308254632,37.1750873,-3.6082025
5308254636,37.1771351,-3.6036675
5308254637,37.1768230,-3.6052696
5308254823,37.1770618,-3.6036188
5308269226,37.1685482,-3.6075852
5309183322,37.1770917,-3.6042760
5309183324,37.1757379,-3.6001757
5309183422,37.1768590,-3.6049684
5309798329,37.1772269,-3.6034339
5309798330,37.1755393,-3.6076455
5309805724,37.1769403,-3.6027727
5309805725,37.1742581,-3.6080857
5309809121,37.1769692,-3.6045512
5309809123,37.1755072,-3.6077309
5310930122,37.1766367,-3.6025689
5310930125,37.1765554,-3.6017398
5310930321,37.1740090,-3.5837766
5310930322,37.1756598,-3.6007097
5310930821,37.1684011,-3.6085825
5310930825,37.1769903,-3.6026622
5310946422,37.1763362,-3.6015227
5310948921,37.1765380,-3.6025057
5312120760,37.1696993,-3.6057937
5312233621,37.1769336,-3.5969748
5312967822,37.1730008,-3.6024425
5316325922,37.1730603,-3.5986712
5316349324,37.1728895,-3.5986195
